"","Sr","Test Name","Normal Range","Unit","Default Value","Cate","Type","Valid","Highligh"
"","2436","Augmentin (AMC)","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2437","Clindamycin(DA)","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2438","Linzolid(LZD)","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2439","Aztreonam(ATM)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2440","Cefoxitin(FOX)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2441","Ampicillin(AMP)","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2442","Cefotaxime(CTX)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2443","imipenem(IPM)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2444","Nitrofurantine(F)","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2445","Colistin(CT)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2446","Ceftriaxon(CRO)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2447","Erythromycin(E)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2448","Levofloxacin (LEV)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2449","Norfloxacin(NOR)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2450","Ofloxacin( OFX)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2451","tetracycline(TE)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2452","Ciprofloxacin(CIP)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2453","Kanamycin(k)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2454","Amikacin(AK)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2455","Ceftizoxime(ZOX)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2456","Gentamycin(CN)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2457","Trimethoprim (SXT)","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2458","Vancomycin (VA)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2459","Fosfomycin(FO)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2460","Augmentin(AMC)","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2461","Moxifloxacin(MXF)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2462","After 75 Grams Glucose","-","","","Sub Heading","Text","0 - 500","0 - 99999"
"","2463","Blood Glucose 1.0 hrs.","90-160","mg/dl","","Standard","Text","0 - 500","0 - 99999"
"","2464","Blood Glucose 1 + 1/2-HRS","90-140","mg/dl","","Standard","Text","0 - 500","0 - 99999"
"","2465","Blood Glucose 2.0 hrs","60-120","mg/dl","","Standard","Text","0 - 500","0 - 99999"
"","2466","Anti Mullerian Hormone (AMH)","Female:upto 2 years      : < 5.0 ng/mL2 year to 12 years: < 10.0 ng/mL13-45 years       : 1.0 to 10.0 ng/mL> 45 years        : < 1.0 ng/mLMales:upto 2 years      : 15.0 to 500.0ng/mL2 year to 12 years: 7.0 to 240.0 ng/mL> 12 years        : 0.7 to 20.0 ng/m","ng/mL","","Standard","Text","0 - 500","0 - 99999"
"","2467","COVID-19(SARS-CoV-2) PCR REPORT","","","","Descriptive","List","0 - 500","0 - 0"
"","2468","X-RAY SHOULDER","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2469","BILIRUBIN CONJUGATED","0.0 - 0.5","mg/dl","","Standard","Text","0 - 250","0 - 99999"
"","2470","CALCIUM","8.4 - 10.4","mg/dl","","Standard","Text","0 - 500","0 - 99999"
"","2471","Dengue Virus (IgG)","0.470","","","Standard","Decimal","0 - 33","0 - 11"
"","2472","DENGUE VIRUS (IgM)","0.501","","","Standard","Text","0 - 500","0 - 99999"
"","2473","IGM","NEGATIVE","","","Standard","List","0 - 500","0 - 99999"
"","2474","T.I.B.C","250 - 400","µg/dL","","Standard","Text","0 - 500","0 - 99999"
"","2475","Color","-","","","Standard","Text","0 - 250","0 - 99999"
"","2476","Turbidity","-","","NIL","Standard","Text","0 - 250","0 - 99999"
"","2477","Deposit","-","","NIL","Standard","Text","0 - 250","0 - 99999"
"","2478","Specific Gravity","-","","","Standard","Text","0 - 250","0 - 99999"
"","2479","Glucose","-","","NORMAL","Standard","Text","0 - 250","0 - 99999"
"","2480","Ketones","-","","NIL","Standard","Text","0 - 500","0 - 99999"
"","2481","Protein","-","-","","Standard","Text","0 - 250","0 - 99999"
"","2482","Bilirubin","-","","NORMAL","Standard","Text","0 - 250","0 - 99999"
"","2483","Nitrate","-","-","Negative","Standard","Text","0 - 250","0 - 99999"
"","2484","Urobilirubin","-","","NEGATIVE","Standard","Text","0 - 250","0 - 99999"
"","2485","Blood","-","","","Standard","Text","0 - 250","0 - 99999"
"","2486","Leucocytes","-","","","Standard","Text","0 - 500","0 - 99999"
"","2487","Casts","Nil","","","Standard","List","0 - 500","0 - 99999"
"","2488","Crystals","Nil","","","Standard","Text","0 - 250","0 - 99999"
"","2489","Others","-","-","","Descriptive","Text","0 - 250","0 - 99999"
"","2490","BILIRUBIN UNCONJUGATED","Adult: 0.1 - 1.1Child:(0-20)Days:0.1 - 12.8","mg/dl","","Standard","Text","0 - 250","0 - 99999"
"","2491","Result","-","-","","Standard","Text","0 - 500","0 - 99999"
"","2492","PATIENT'S VALUE","-","U/ml","","Standard","Text","0 - 500","0 - 99999"
"","2493","CutOff Value","-","","","Standard","Text","0 - 500","0 - 99999"
"","2494","ANTI HEV IgG:","-","","","Standard","Text","0 - 500","0 - 99999"
"","2495","Patient Value:","-","","","Standard","Text","0 - 500","0 - 99999"
"","2496","Cut Off Value:","-","-","","Standard","Text","0 - 500","0 - 99999"
"","2497","TOXOPLASMA IgM","NEGATIVE:   < 0.83EQUIVOCAL:  <= 0.83 To < 1.0POSITIVE:   >= 1.0","IU/ml","","Standard","Text","0 - 500","0 - 99999"
"","2498","C3 (Complement Level 3)","90 - 180","mg/dl","","Standard","Text","0 - 500","0 - 99999"
"","2499","C4 (Complement Level 4)","10 - 40","mg/dl","","Standard","Text","0 - 500","10 - 40"
"","2500","Rubella IgM","Non-Reactive: < = 0.75Equivocal: >= 0.75 - < 1.00Reactive: >= 1.00",".","","Standard","Decimal","0 - 500","0 - 1"
"","2501","CREATININE","MALE: 0.4 - 1.0FEMALE: 0.4 - 0.9","mg/dl","","Standard","Text","0 - 500","0 - 99999"
"","2502","URIC ACID","FEMALES: 2.5 - 5.7MALES:   3.5 - 7.0","mg/dl","","Standard","Decimal","0 - 99","2.5 - 7"
"","2503","Chloride","96 - 108","mmol/l","","Standard","Text","0 - 250","0 - 99999"
"","2504","SERUM BICARBONATE","22 - 28","nmol/L","","Standard","Text","0 - 250","0 - 99999"
"","2505","TRIGLYCERIDES","NORMAL: < 150BODERLINE: 150 - 199HIGH: 200 - 499VERY HIGH: > 500","mg/dl","","Standard","Text","0 - 500","0 - 99999"
"","2506","HDL CHOLESTEROL","35 - 55","mg/dl","","Standard","Text","0 - 500","0 - 99999"
"","2507","BILIRUBIN TOTAL","Adult: 0.1 - 1.1Child:(0-20)Days:0.1 - 12.0","mg/dl","","Standard","Text","0 - 250","0 - 99999"
"","2508","BILIRUBIN DIRECT","0.00 -- 0.5","mg/dl","","Standard","Text","0 - 500","0 - 99999"
"","2509","BILIRUBIN UNCONJUGATED","Adult:0.1 - 1.0Child(0-14)Years: 0.1-12.8","mg/dl","","Standard","Text","0 - 250","0 - 99999"
"","2510","S.G.O.T (A.S.T)","5 - 35","U/L","","Standard","Text","0 - 500","0 - 99999"
"","2511","ALKALINE PHOSPHATASE","Adult: 80 - 306Child:(0-14Years): 80 - 644","U/L","","Standard","Text","0 - 500","0 - 99999"
"","2512","AMYLASE","25 - 100","U/L","","Standard","Text","0 - 500","0 - 99999"
"","2513","Total Protein","6.5 - 8.8","g/dL","","Standard","Text","0 - 500","0 - 99999"
"","2514","No Of Stone:","-","","","Standard","Text","0 - 500","0 - 99999"
"","2515","Colour:","-","","","Standard","Text","0 - 500","0 - 99999"
"","2516","Surface:","-","","","Standard","Text","0 - 500","0 - 99999"
"","2517","Size:","-","","","Standard","Text","0 - 500","0 - 99999"
"","2518","Shape:","-","","","Standard","Text","0 - 500","0 - 99999"
"","2519","Calcium:","-","%","-","Standard","Text","0 - 500","0 - 99999"
"","2520","Phosphate","-","%","","Standard","Text","0 - 500","0 - 99999"
"","2521","Ammonium:","-","%","","Standard","Text","0 - 500","0 - 99999"
"","2522","Oxalate:","-","%","","Standard","Text","0 - 500","0 - 99999"
"","2523","Magnesium:","-","%","","Standard","Text","0 - 500","0 - 99999"
"","2524","Uric Acid:","-","%","","Standard","Text","0 - 500","0 - 99999"
"","2525","BILIRUBIN TOTAL","Adult: 0.1 - 1.0Child:(0-20)Days:0.1 - 12.0","mg/dl","","Standard","Text","0 - 250","0 - 99999"
"","2526","C.P.K","MEN <171WOMEN <145CHILDREN:UMBILICAL CORD BLOOD 175-402NEWBORNS 468-12005 DAYS 195-7006 MONTHS 41-330>6 MONTHS 24-229","U/L","","Standard","Text","0 - 500","0 - 99999"
"","2527","L.D.H","180 - 450","u/L","","Standard","Decimal","0 - 99999","0 - 99999"
"","2528","CK-MB","5 - 25","u/L","","Standard","Text","0 - 250","0 - 99999"
"","2529","SGOT (AST)","5 - 35","U/L","","Standard","Text","0 - 500","0 - 99999"
"","2530","HbA1c","3.8 - 5.8","%","","Standard","Text","0 - 500","0 - 99999"
"","2531","ACTH","7.2 - 63.3","pg/ml","","Standard","Text","0 - 500","0 - 99999"
"","2532","C.E.A","0.0 - 5.0","ng/mL","","Standard","Text","0 - 500","0 - 99999"
"","2533","SERUM INSULIN LEVEL","-","uIU/ml","","Standard","Text","0 - 500","0 - 99999"
"","2534","Ceruloplasmin (Serum)","15.00 - 30.00","mg/dl","","Standard","Text","0 - 500","0 - 99999"
"","2535","C- PEPTIDE LEVEL","-","ng/ml","","Standard","Text","0 - 500","0 - 99999"
"","2536","HAV  (IgG) :","-","-","","Standard","Text","0 - 500","0 - 99999"
"","2537","PATIENT'S VALUE","-","","","Standard","Text","0 - 500","0 - 99999"
"","2538","SERUM LIPASE","< 38","U/l","","Standard","Text","0 - 500","0 - 99999"
"","2539","IgE","0.0 - 100.0","IU/ml","","Standard","Text","0 - 500","0 - 99999"
"","2540","SERUM CHOLESTEROL","Desirable: < 200Boderline High: 200 - 239High: > 240","mg/dl","","Standard","Text","0 - 500","0 - 99999"
"","2541","HDL CHOLESTEROL","35 - 55","mg/dl","","Standard","Text","0 - 500","0 - 99999"
"","2542","LDL CHOLESTEROL","90 - 140","mg/dl","","Standard","Text","0 - 500","0 - 99999"
"","2543","PT","10 - 14","sec","","Standard","Decimal","0 - 999","10 - 14"
"","2544","INR","0.9 - 1.1","Ratio","","Standard","Formula","0 - 999999","0.9 - 1.1"
"","2545","Plasmodium Falciparum (P.F)","Negative","-","","Standard","Text","0 - 250","0 - 99999"
"","2546","Plasmodium Vivax (P.V)","Negative","","","Standard","Text","0 - 500","0 - 99999"
"","2547","BLOOD GROUP","-","","","Standard","Text","0 - 250","0 - 99999"
"","2548","RH FACTOR","-","","","Standard","Text","0 - 250","0 - 99999"
"","2549","Coombs Test Direct","-","","","Standard","Text","0 - 250","0 - 99999"
"","2550","Coombs Test Indirect","-","","","Standard","Text","0 - 250","0 - 99999"
"","2551","APTT","34 SEC","Sec.","","Standard","Text","0 - 500","0 - 99999"
"","2552","24 HOURS URINARY PROTEIN","50 - 150 mg/dl0.5 - 1.5 g/dl","24 Hours","","Standard","Text","0 - 250","0 - 99999"
"","2553","URINE FOR PREGNANCY TEST","-","-","-","Standard","Text","0 - 500","0 - 99999"
"","2554","24 HOURS URINARY CALCIUM","100.00 - 300.00","mmol/24 Hrs","","Standard","Text","0 - 250","100 - 300"
"","2555","Ketones","-","-","NIL","Standard","Text","0 - 500","0 - 99999"
"","2556","ALBUMIN / CREATININE RATIO (ACR)","Reference Range for ACR:Normal: <30 mg/gMicroalbuminuria: 30 to 300 mg/gMacroalbuminuria: >300 mg/g","mg/g","","Standard","Text","0 - 500","0 - 99999"
"","2557","BETA HCG","MEN : < 5 Female:Pre- Menopausal  : < 5 Post-Menopausal  : < 101St Trimester    : Week Of Gestation : hCG Conc.Serum    5              :   50  - 7,000    7              :  500  - 60,000    9              :17,000 - 200,000    11              :34,000 - 250,000   13              :25,000 - 210,0002nd Trimester      :10,000 - 100,0003rd Trimester      : 3,000 - 50,000  Normal serum hCG concentrations are reached up to 2 or 3 days after the labour.","IU/L","","Standard","Text","0 - 500","0 - 99999"
"","2558","R.A FACTOR (QUANTITATIVE)","0.0 - 30.0   Recommended that each laboratory   establish its own reference range.","IU/mL","","Standard","Text","0 - 500","0 - 99999"
"","2559","ALPHA FETO-PROTEIN","MALE:  0.46 -  6.41FEMALE: 0.49  -  9.84","IU/mL","","Standard","Text","0 - 500","0 - 99999"
"","2560","(VDRL) BY ELISA","NON REACTIVE < 1.0BORDER LINE 1.0-4.0REACTIVE > 4.0","-","","Standard","Decimal","0 - 99","0 - 4"
"","2561","HB-A","96.5 - 99.5","%","","Standard","Text","0 - 250","0 - 99999"
"","2562","HB-A2","0.0 - 3.5","%","","Standard","Text","0 - 500","0 - 99999"
"","2563","Opinion","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2564","Advise","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2565","HCV Ellisa :","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2566","TPHA (Syphilis)","SEE BELOW","","","Standard","Text","0 - 500","0 - 99999"
"","2567","Anti Helicobacter Pylori Screening","-","-","NEGATIVE","Standard","Text","0 - 500","0 - 99999"
"","2568","ANTI HIV - 1&2 (ICT)","-","","","Standard","Text","0 - 500","0 - 99999"
"","2569","CA-125","0.01 - 35.0","U/ml","","Standard","Text","0 - 500","0 - 99999"
"","2570","Note","-","","This result is non conclusive.  Fresh sample is required for conclusive result.  That will be repeated without any cost.","Standard","Text","0 - 500","0 - 99999"
"","2571","TOXOPLASMA IgG","Negative  :  <  1.6Equivocal :     1.62 to < 3.0Positive  :  >= 3.0","IU/ml","","Standard","Text","0 - 500","0 - 99999"
"","2572","D-DIMER (F.D.P's)","0.0-1.35  Recommended that each laboratory   establish its own reference range.","mg/L","","Standard","Text","0 - 500","0 - 99999"
"","2573","CA-19-9","-","u/ml","","Standard","Text","0 - 500","0 - 99999"
"","2574","PATIENT'S VALUE","-","-","","Standard","Text","0 - 500","0 - 99999"
"","2575","ANTI HEV IgM:","-","","","Standard","Text","0 - 500","0 - 99999"
"","2576","Result","-","","","Standard","Text","0 - 500","0 - 99999"
"","2577","PATIENT'S VALUE","-","ng/ml","-","Standard","Text","0 - 500","0 - 99999"
"","2578","ANTI CARDIOLIPIN IgG","Negative < 10Positive > 10","U/ml","","Standard","Text","0 - 500","0 - 99999"
"","2579","ANTI CARDIOLIPIN IgM","Negative < 10Positive > 10","U/ml","","Standard","Text","0 - 500","0 - 99999"
"","2580","Dengue NS1 Antigen","0.430","","","Standard","Text","0 - 500","0 - 99999"
"","2581","HEPATITIS B SURFACE ANTIGEN","-","","","Standard","List","0 - 500","0 - 99999"
"","2582","PATIENT'S INDEX VALUE","-","","","Standard","Text","0 - 500","0 - 99999"
"","2583","Rubella IgG","Non-Reactive: 0.0 - 4.9Equivocal: 5.0 - 9.9Reactive: >= 10.0",".","","Standard","Decimal","0 - 500","0 - 1.1"
"","2584","T3","1.2 - 2.8","nmol/L","","Standard","Text","0 - 500","0 - 99999"
"","2585","T4","59.13 - 168.2","nmol/L","","Standard","Text","0 - 500","0 - 99999"
"","2586","TSH","Euthyroid 0.17 - 4.05Hyperthyroid <0.15Untreated hyperthyroid >5","mIU/L","","Standard","Text","0 - 500","0 - 99999"
"","2587","T3","1.2 - 2.8","ng/mL","","Standard","Text","0 - 500","0 - 99999"
"","2588","TSH","0.37 - 5.10","µIU/mL","","Standard","Text","0 - 500","0 - 99999"
"","2589","LH","Children:Pre-pubertal          : <0.19Stage of puberty PII  : <0.6PIII,PIV,PV           : 0.32 - 2.7Male                  : 0.81 - 9.05Female:Follicular phase      : 0.77 - 80.3Pre-ovulatory peak    : 11.9 - 112Luteal phase          : 0.39 - 38.5Postmenopausal        : 9.03 - 70.6","IU/L","","Standard","Text","0 - 500","0 - 99999"
"","2590","FSH","Follicular phase :3.2-12.7 Ovulation phase: 4.5 - 22.8 Luteal phase: 1.2 - 8.9 Postmenopause.: 22 - 146 Male: 1.4- 14.4","IU/L","","Standard","Text","0 - 500","0 - 99999"
"","2591","TESTOSTERONE","SEE BELOW","ng/mL","","Standard","Text","0 - 500","0 - 99999"
"","2592","PROLACTIN","Male 2.3 - 17.5Female 2.9 - 25.8","-","","Standard","Text","0 - 500","0 - 99999"
"","2593","CORTISOL A.M","Collection Time    Reference Interval6.7   -  22.6","ug/dl","","Standard","Text","0 - 500","0 - 99999"
"","2594","CORTISOL PM","Collection Time    Reference Interval8:00  - 10:00   : 57.20 - 194.2016:00 - 18:00   : 20.20 - 131.00","ng / mL","","Standard","Text","0 - 500","0 - 99999"
"","2595","FREE T3 (FT3)","2.5 - 3.9","pg/mL","","Standard","Text","0 - 500","2.5 - 3.9"
"","2596","FREE T4 (FT4)","0.61 - 1.12","ng/dl","","Standard","Text","0 - 500","0.61 - 1.12"
"","2597","SERUM FERRITIN","Male     :   38-457 Female:   Premenopausal:  7.4-73   Menopausal   :  14-165Children:      0-6 months :  1.0-434    0.5-15 years :  2.0-135     15-18 years :  16-90Girls:   15-18 years :  5.0-127","ng/ml","","Standard","Text","0 - 500","0 - 99999"
"","2598","Thyroglobulin","Less than 95.0 IU/ml","IU/ml","","Standard","Text","0 - 500","0 - 99999"
"","2599","ANTI THYROID PEROXIDASE (BLOOD TPO)","Less Than 30 IU/ml","IU/ml","","Standard","Text","0 - 500","0 - 99999"
"","2600","Consistency","-","","","Standard","Text","0 - 250","0 - 99999"
"","2601","Odour","-","","Fecal","Standard","Text","0 - 500","0 - 99999"
"","2602","Reaction","-","","NIL","Standard","Text","0 - 250","0 - 99999"
"","2603","Mucus","-","","NIL","Standard","Text","0 - 250","0 - 99999"
"","2604","Parasite","-","","NIL","Standard","Text","0 - 250","0 - 99999"
"","2605","Occult Blood","-","","","Standard","Text","0 - 250","0 - 99999"
"","2606","Pus Cells/WBC","-","","","Standard","Text","0 - 250","0 - 99999"
"","2607","RBC","-","","NIL","Standard","Text","0 - 250","0 - 99999"
"","2608","Fats","-","","NIL","Standard","Text","0 - 250","0 - 99999"
"","2609","Ova","-","","Not Seen.","Standard","Text","0 - 250","0 - 99999"
"","2610","Cysts","-","","Not Seen.","Standard","Text","0 - 500","0 - 99999"
"","2611","UNDIGESTED FOOD","-","","NIL","Standard","Text","0 - 500","0 - 99999"
"","2612","Macrophages","-","","NIL","Standard","Text","0 - 500","0 - 99999"
"","2613","Muscle cells","-","","NIL","Standard","Text","0 - 500","0 - 99999"
"","2614","Starch","-","","NIL","Standard","Text","0 - 500","0 - 99999"
"","2615","Liquification:","-","-","","Standard","Text","0 - 250","0 - 99999"
"","2616","PH","","-","","Standard","List","0 - 250","0 - 99999"
"","2617","Total Sperm Count","60 - 120","million/ml","","Standard","Text","0 - 250","0 - 99999"
"","2618","ACTIVE:","40 - 60","%","","Standard","Text","0 - 500","0 - 99999"
"","2619","SLUGGISH:","10 - 20","%","","Standard","Text","0 - 500","0 - 99999"
"","2620","DEAD:","10 - 20","%","","Standard","Text","0 - 500","0 - 99999"
"","2621","Microhead:","-","/ H.P.F","","Standard","Text","0 - 500","0 - 99999"
"","2622","Macrohead:","-","/ H.P.F","","Standard","Text","0 - 500","0 - 99999"
"","2623","Without Tail:","-","/ H.P.F","","Standard","Text","0 - 500","0 - 99999"
"","2624","Double Head:","-","/ H.P.F","","Standard","Text","0 - 500","0 - 99999"
"","2625","Pus Cells","-","/ H.P.F","-","Standard","Text","0 - 250","0 - 99999"
"","2626","Red Blood Cells","-","/ H.P.F","-","Standard","Text","0 - 500","0 - 99999"
"","2627","Epithelial Cells","-","/ H.P.F","-","Standard","Text","0 - 500","0 - 99999"
"","2628","igM","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2629","igG","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2630","Troponin-I","SEE BELOW","-","","Standard","Text","0 - 15","0 - 99999"
"","2631","Phosphorus (PO4)","Adult: 2.5 - 4.8Child: 4.0 - 7.0","mg/dL","","Standard","Text","0 - 500","0 - 99999"
"","2632","ALKALINE PHOSPHATASE","Adult:80 - 306Child:(0-14 Years):80 - 644","U/L","","Standard","Text","0 - 500","0 - 99999"
"","2633","L.D.L","90 - 140","mg/dl","","Standard","Text","0 - 500","0 - 99999"
"","2634","Globulins","2.4 - 3.5","g/dl","","Standard","Decimal","0 - 999","2.4 - 3.5"
"","2635","TIBC","200 - 400","ug/dL","","Standard","Text","0 - 500","0 - 99999"
"","2636","PSA (Prostate Specific Antigen) Total","0.0 - 4.2","ng/ml","","Standard","Text","0 - 500","0 - 99999"
"","2637","VITAMIN B12 LEVEL","(See below)","pg/ml","","Standard","Text","0 - 500","0 - 99999"
"","2638","CRP (HIGH SENSITIVITY)","<10.0Newborn(age 0-4 weeks): 0.1 - 4.1  Recommended that each laboratory   establish its own reference range.","mg/l","","Standard","Text","0 - 500","0 - 99999"
"","2639","Patient's Value","","","","Standard","Decimal","0 - 60","0 - 23"
"","2640","R.A FACTOR","Negative","-","","Standard","Text","0 - 500","0 - 99999"
"","2641","I.C.T TB","-","-","","Standard","Text","0 - 500","0 - 99999"
"","2642","-","-","","","Descriptive","Text","0 - 250","0 - 99999"
"","2643","Chloramphenicol(C)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2644","PENCILLIN(P)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2645","Cefaclor(CEC)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2646","Cefixime(CFM)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2647","Cefiparazone(SCF)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2648","Meropenem(MEM)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2649","Tazobactam(TZP)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2650","BIOPSY #","-","","","Descriptive","AutoComplete","0 - 500","0 - 99999"
"","2651","AMA (ANTI MICROSOMAL ANTIBODIES) BLOOD","0.0 - 1.0","Au/ml","","Standard","Text","0 - 500","0 - 99999"
"","2652","Urine Sugar","NIL","-","","Standard","Text","0 - 250","0 - 99999"
"","2653","STOOL FOR H. PYLORI ANTIGEN","-","-","","Standard","List","0 - 500","0 - 99999"
"","2654","Anti Thrombin III Plasma","85.00 - 122.00","%","","Standard","Text","0 - 500","0 - 99999"
"","2655","Protein C","72.00 - 160.00","%","","Standard","AutoComplete","0 - 500","0 - 99999"
"","2656","Protein  S","60.00 - 150.00","%","","Standard","Text","0 - 500","0 - 99999"
"","2657","Anti Ds DNA","Negative= < 25.0Positive= > 25.0","U/ml","","Standard","Text","0 - 500","0 - 99999"
"","2658","Anti Cholinesterase(Abs)","7.0 - 25.0","um/ml","","Standard","Text","0 - 500","0 - 99999"
"","2659","Urine Albumin","-","","","Standard","Text","0 - 500","0 - 99999"
"","2660","FACTOR V","70 - 120","%","","Standard","Text","0 - 500","0 - 99999"
"","2661","AMMONIA","14.70 - 55.50","umol/l","","Standard","Text","0 - 500","0 - 99999"
"","2662","Free Testosterone Serum","Male: 15.0 to 50.0Female: < 4.20","Pg/ml","","Standard","Text","0 - 500","0 - 99999"
"","2663","ANTI TISSUE TRANSGLUTAMINASE (IgM)","NEGATIVE <10.0 POSITIVE >10.0","","","Standard","Text","0 - 500","0 - 99999"
"","2664","Montoux Test (MT)","Positive > 9Doubtful 4-9Negative < 4","mm","","Standard","Integer","0 - 50","0 - 9"
"","2665","V.D.R.L ( Syphilis ) ICT","","","","Standard","Text","0 - 500","0 - 99999"
"","2666","Creatinine Clearance","Male 98 -156Female 95 - 160","ml/min","","Standard","Decimal","0 - 360","90 - 120"
"","2667","Rh Antibody Titer","","","","Standard","Text","0 - 250","0 - 99999"
"","2668","Salmonella Typhi igM ELISA","See Below","-","","Standard","Text","0 - 500","0 - 0"
"","2669","Salmonella Typhi igG ELISA","See Below","-","","Standard","Text","0 - 500","0 - 0"
"","2670","Bile Acid","0.0  -  10.0","Umol/L","","Standard","Text","0 - 500","0 - 0"
"","2671","ProBNP (N-t) II","0.0 - 123","pg/ml","","Standard","Text","0 - 500","0 - 9999"
"","2672","C.E.A","Non-Smoker: 0.01 - 3.039% Smokers:3.1 - 5.087% Smokers:5.1 - 10.0","ng/mL","","Standard","Text","0 - 500","0 - 99999"
"","2673","Patient Information","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2674","BUN/Creatinine Ratio","5 - 20","","","Standard","Formula","0 - 999999","5 - 20"
"","2675","D-DIMER (F.D.P's)","0.0-1.35  Recommended that each laboratory   establish its own reference range.","ng/mL","","Standard","Text","0 - 500","0 - 99999"
"","2676","GROWTH HORMONE","0- 10 Years: 0.094 - 6.2911 - 17 Years: 0.077 - 10.818 Years and older:<0.030 - 2.47","ng/ml","","Standard","Text","0 - 500","0 - 99999"
"","2677","Sperm Concentration","> 15 Million","million/ml","million/ml","Standard","Text","0 - 500","0 - 999999999999"
"","2678","Rapid Progression","> 20 %","%","%","Standard","Text","0 - 500","0 - 99999"
"","2679","Non-Progressive","-","%","","Standard","Text","0 - 500","0 - 0"
"","2680","Midpiece Defects","","%","%","Standard","Text","0 - 500","0 - 99999"
"","2681","Glucose","119","mg/dl","Nil","Standard","Text","0 - 250","0 - 119"
"","2682","Protein","0.1,0.2","g/dl","999","Standard","Text","0 - 250","0 - 99999"
"","2683","RBC","150","Cmm","nil","Standard","Text","0 - 250","0 - 99999"
"","2684","CHOLESTEROL / HDL CHOLESTEROL RATIO","Desirable: 3.5 to 5.0High: > 5.0","mg/dl","","Standard","Formula","0 - 999999","0 - 5"
"","2685","HDL CHOLESTEROL","No Risk : > 60Moderate Risk: 40 - 60High Risk : < 40","mg/dl","","Standard","Text","0 - 500","0 - 99999"
"","2686","LDL CHOLESTEROL","Desirable: < 99Above Desirable: 100-129Borderline: 130 - 159High: 160 - 189Very High: > 190","mg/dl","","Standard","Decimal","0 - 9999","0 - 160"
"","2687","LDL-Cholesterol","Normal: < 130Borderline: 130 - 159High: > 160","mg/dl","","Standard","Formula","0 - 999999","80 - 160"
"","2688","Estrogen","Male: <15.0 - 31.5Female:Early Follicular: 22.5 - 115Mid Follicular: 25 - 115Ovulatory Peak: 32.5 - 517Mid Luteal: 36.5 - 246Post-menopausal: 15 - 25","pg/mL","","Standard","Decimal","0 - 1050","9 - 350"
"","2689","T3","0.72 - 2.13","ng/mL","","Standard","Decimal","0 - 5.64","0.72 - 2.13"
"","2690","Anti-Nuclear Antibody A.N.A. IgG","Negative= < 0.9Borderline= 0.9 - 1.2Positive= > 1.2","","","Standard","Text","0 - 500","0 - 99999"
"","2691","Anti Smooth Muscle Antibodies (A.S.M.A)","Negative: Less than 6Equivocal/Borderline 6 - 12Positive: More than 12","Au/ml","","Standard","Text","0 - 500","0 - 20"
"","2692","Anti Mitochondrial Antibodies (A.M.A)","Negative < 0.9Grey Zone 0.9 - 1.1Positive > 1.1","AU/ml","","Standard","Text","0 - 500","0 - 99999"
"","2693","T4","4.4 - 10.8","nmol/L","","Standard","Decimal","0 - 459","4.4 - 10.8"
"","2694","TSH","0.3 -- 4.0","miu/L","","Standard","Decimal","0 - 99","0.3 - 4"
